Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
Jalen Williams,OKC,22,G-F,75,1,2.8,36.4,35.6,2022-23
Tyus Jones,MEM,27,G,79,1.1,2.8,40.6,35.9,2022-23
Luke Kennard,MEM,27,G,59,0.9,2.8,31.5,36.6,2022-23
Terance Mann,LAC,26,G-F,81,0.9,2.7,32.4,36.3,2022-23
Malaki Branham,SAS,20,F,66,0.9,2.7,35,36.4,2022-23
Zach Collins,SAS,25,F-C,63,1,2.7,38.2,35.1,2022-23
Isaiah Jackson,IND,21,F,63,0.9,2.7,34.7,35.7,2022-23
Nicolas Batum,LAC,34,G-F,78,1,2.7,37.1,36.3,2022-23
Drew Eubanks,POR,26,F-C,78,1,2.7,36.2,35.9,2022-23
Tre Mann,OKC,22,G,65,0.8,2.7,31.4,34.8,2022-23
Shake Milton,PHI,26,G-F,75,1.1,2.7,40,36.5,2022-23
Cory Joseph,DET,31,G,61,0.9,2.7,32.7,35.9,2022-23
Daniel Gafford,WAS,24,F-C,78,1,2.6,37.2,35.8,2022-23
Saddiq Bey,ATL,24,F,76,1.1,2.6,40.4,36.5,2022-23
Naz Reid,MIN,23,C-F,68,0.9,2.6,34.1,35.7,2022-23
Damion Lee,PHX,30,G-F,72,0.9,2.6,36.6,35.7,2022-23
Jordan Nwora,IND,24,F,59,1.1,2.6,42.8,35.2,2022-23
Dwight Powell,DAL,31,F-C,76,0.8,2.5,30.6,35.5,2022-23
Kevin Love,MIA,34,F-C,62,0.9,2.5,35.1,35.4,2022-23
Trey Lyles,SAC,27,F,74,1,2.5,39.9,34.5,2022-23
Joe Harris,BKN,31,G-F,74,0.9,2.5,35.9,36,2022-23
Miles McBride,NYK,22,G,58,0.8,2.5,33.1,35.8,2022-23
Usman Garuba,HOU,21,F,75,0.8,2.4,35.2,35.2,2022-23
Obi Toppin,NYK,25,F,66,0.9,2.4,36.5,36.2,2022-23
T.J. McConnell,IND,31,G,75,0.8,2.4,34.1,36.3,2022-23
Kevin Knox II,POR,23,F,59,0.8,2.4,34.8,36.8,2022-23
Jevon Carter,MIL,27,G,81,0.7,2.4,30.4,36.2,2022-23
Matisse Thybulle,POR,26,G-F,67,0.7,2.4,31,36.1,2022-23
Isaiah Hartenstein,NYK,25,C-F,82,0.8,2.3,35.1,34.9,2022-23
Isaac Okoro,CLE,22,F-G,76,1.1,2.3,45.8,36.2,2022-23
Christian Braun,DEN,22,G,66,0.7,2.3,28.8,35.7,2022-23
Larry Nance Jr.,NOP,30,F-C,65,0.7,2.3,31.8,35.1,2022-23
Nick Richards,CHA,25,C,65,0.9,2.3,39.5,35.6,2022-23
Kendrick Nunn,WAS,27,G,63,1,2.2,43.9,36.6,2022-23
Jalen Johnson,ATL,21,F,68,0.8,2.2,35.4,34.5,2022-23
JT Thor,CHA,20,F,65,0.7,2.1,33.1,35.9,2022-23
Cedi Osman,CLE,28,F,76,0.6,2.1,29.2,36,2022-23
Aaron Holiday,ATL,26,G,60,0.8,2.1,38.6,35.6,2022-23
Mike Muscala,BOS,31,F-C,63,0.7,2.1,33.1,35.3,2022-23
Derrick Jones Jr.,CHI,26,F,61,0.6,2.1,26.4,35.7,2022-23
Josh Christopher,HOU,21,G,58,0.8,2.1,37.5,36.6,2022-23
Terence Davis,SAC,26,G,60,0.9,2.1,41.9,36.9,2022-23
Thomas Bryant,DEN,25,C-F,58,0.7,2,34.2,35.6,2022-23
Wenyen Gabriel,LAL,26,F,66,0.6,2,31.1,35.1,2022-23
Luke Kornet,BOS,27,C-F,65,0.7,1.9,36.2,34.4,2022-23
Oshae Brissett,IND,25,F-G,64,0.7,1.9,36.3,35.8,2022-23
Jock Landale,PHX,27,C,68,0.7,1.9,35.7,34.8,2022-23
Chimezie Metu,SAC,26,F-C,62,0.7,1.9,39.7,35.2,2022-23
Sam Hauser,BOS,25,F,77,0.6,1.9,34,35.1,2022-23
Andre Drummond,CHI,29,C,67,0.6,1.8,34.5,36.2,2022-23
Moses Moody,GSW,21,G,60,0.6,1.8,32.1,35.7,2022-23
Jaylen Nowell,MIN,23,G,65,0.7,1.7,37.5,37,2022-23
Paul Reed,PHI,24,F,63,0.7,1.6,39.8,35.4,2022-23
Goran Dragic,MIL,37,G,58,0.5,1.6,31.1,35.5,2022-23
Bismack Biyombo,PHX,30,C,60,0.7,1.5,43.8,35.9,2022-23
Jrue Holiday,MIL,32,G,66,2.5,6.4,39.4,35.9,2021-22
Christian Wood,HOU,26,F,68,2.4,6.3,37.8,35.3,2021-22
Pascal Siakam,TOR,28,F,68,2.3,6.2,36.5,35.5,2021-22
Miles Bridges,CHA,24,F,80,2.1,6.2,33.4,35.3,2021-22
RJ Barrett,NYK,22,F-G,70,2,6,33.3,35.5,2021-22
Andrew Wiggins,GSW,27,F,73,2,5.7,34.5,35.9,2021-22
Darius Bazley,OKC,22,F,69,2,5.7,34.8,35.8,2021-22
CJ McCollum,NOP,30,G,62,2.2,5.5,39.9,35.5,2021-22
De'Aaron Fox,SAC,24,G,59,2,5.5,37.2,35.4,2021-22
Scottie Barnes,TOR,20,F,74,1.9,5.5,34.7,34.9,2021-22
Khris Middleton,MIL,30,F,66,2,5.4,36.7,35.5,2021-22
Anthony Edwards,MIN,20,G,72,2,5.4,36.6,35.6,2021-22
P.J. Tucker,MIA,37,F,71,1.9,5.4,34.9,35.6,2021-22
Zach LaVine,CHI,27,G-F,67,2.3,5.3,43.8,35.8,2021-22
Pat Connaughton,MIL,29,G,65,1.9,5.3,35.5,35,2021-22
Devin Booker,PHX,25,G,68,1.7,5.3,32.7,35.9,2021-22
D'Angelo Russell,MIN,26,G,65,1.6,5.2,30.6,35.7,2021-22
Julius Randle,NYK,27,F-C,72,1.7,5.2,32.6,35,2021-22
Rudy Gobert,UTA,30,C,66,1.7,5.2,32.7,33.9,2021-22
Kyle Lowry,MIA,36,G,63,2,5.1,39.6,35.5,2021-22
Reggie Jackson,LAC,32,G,75,1.6,5.1,31.8,35.9,2021-22
Cade Cunningham,DET,20,G,64,1.9,5.1,37.3,36.2,2021-22
James Harden,PHI,32,G,65,1.8,5.1,35.5,35,2021-22
Robert Williams III,BOS,24,C-F,61,1.6,5.1,31.7,35.3,2021-22
Giannis Antetokounmpo,MIL,27,F,67,1.8,5,35.8,35.1,2021-22
Evan Mobley,CLE,21,C,69,2,5,40.9,35.7,2021-22
Grayson Allen,MIL,26,G,66,1.6,4.9,33.4,35.7,2021-22
Luka Doncic,DAL,23,F-G,65,1.8,4.9,37.2,35.3,2021-22
Jaylen Brown,BOS,25,G-F,66,1.7,4.8,34.4,35.7,2021-22
Marcus Smart,BOS,28,G,71,1.6,4.8,33,35.9,2021-22
Bobby Portis,MIL,27,F,72,1.4,4.8,30.2,35.6,2021-22
Herbert Jones,NOP,23,F,78,1.8,4.8,37.4,35.5,2021-22
Tyrese Maxey,PHI,21,G,75,1.6,4.8,34.6,35.5,2021-22
Fred VanVleet,TOR,28,G,65,1.7,4.8,35,35.3,2021-22
Dorian Finney-Smith,DAL,29,F,80,1.7,4.7,35.1,35.4,2021-22
Desmond Bane,MEM,24,G,76,1.6,4.7,33.7,35.7,2021-22
Mikal Bridges,PHX,25,F,82,1.6,4.7,34,35.1,2021-22
Terry Rozier,CHA,28,G,73,1.7,4.6,37.6,36.3,2021-22
Nikola Jokic,DEN,27,C,74,1.7,4.6,36.1,35,2021-22
Bogdan Bogdanovic,ATL,29,G,63,1.7,4.6,37.6,35.5,2021-22
Caleb Martin,MIA,26,F,59,1.2,4.6,26.7,35.7,2021-22
Al Horford,BOS,36,C-F,69,1.5,4.6,33.5,34.6,2021-22
Talen Horton-Tucker,LAL,21,G,60,1.6,4.6,35,35.7,2021-22
Royce O'Neale,UTA,29,F,77,1.7,4.6,37.9,35.3,2021-22
Alec Burks,NYK,30,G,81,1.4,4.5,31.3,35.3,2021-22
Gabe Vincent,MIA,26,G,64,1.4,4.5,31,35.6,2021-22
Mo Bamba,ORL,24,C,71,1.5,4.5,32.5,35,2021-22
Jayson Tatum,BOS,24,F-G,76,1.5,4.5,33,36.1,2021-22
Trae Young,ATL,23,G,76,1.6,4.5,35.7,35.9,2021-22
Tyler Herro,MIA,22,G,66,1.4,4.5,31.4,35.8,2021-22
Kevin Porter Jr.,HOU,22,G-F,61,1.5,4.5,33.3,35.1,2021-22
Tyrese Haliburton,IND,22,G,77,1.6,4.5,35.8,35.7,2021-22
Jeff Green,DEN,35,F,75,1.4,4.5,32,35,2021-22
Jalen Brunson,DAL,25,G,79,1.5,4.4,34.8,35.5,2021-22
Dejounte Murray,SAS,25,G,68,1.6,4.4,35.8,35.4,2021-22
Stephen Curry,GSW,34,G,64,1.4,4.4,31.4,35.8,2021-22
Franz Wagner,ORL,20,F,77,1.6,4.4,36.8,35.9,2021-22
Deandre Ayton,PHX,23,C,58,1.4,4.4,32.4,35,2021-22
LaMelo Ball,CHA,20,G,75,1.6,4.4,36.9,35.6,2021-22
Spencer Dinwiddie,DAL,29,G,67,1.6,4.4,35.6,35.5,2021-22
Jaden McDaniels,MIN,21,F,70,1.6,4.4,37,35.5,2021-22
Darius Garland,CLE,22,G,68,1.6,4.4,36.5,35.8,2021-22
Keldon Johnson,SAS,22,F-G,75,1.5,4.4,34.3,34.9,2021-22
Cole Anthony,ORL,22,G,64,1.7,4.4,39.1,35.9,2021-22
Cody Martin,CHA,26,F,71,1.6,4.3,37.7,35.6,2021-22
Jae Crowder,PHX,31,F,67,1.5,4.3,35.5,35.7,2021-22
Lauri Markkanen,CLE,25,F-C,61,1.6,4.3,36.9,36,2021-22
Karl-Anthony Towns,MIN,26,C-F,74,1.5,4.3,35.5,35.9,2021-22
Seth Curry,BKN,31,G,64,1.4,4.3,33.6,35.9,2021-22
Robert Covington,LAC,31,F,71,1.7,4.3,39.3,35.6,2021-22
Nikola Vucevic,CHI,31,C,73,1.5,4.3,36.1,34.8,2021-22
P.J. Washington,CHA,23,F,65,1.4,4.3,34.1,35.4,2021-22
Kevin Huerter,ATL,23,G-F,74,1.5,4.2,36.1,36.2,2021-22
Wendell Carter Jr.,ORL,23,C-F,62,1.5,4.2,35.4,35,2021-22
Harrison Barnes,SAC,30,F,77,1.7,4.2,39.8,35.2,2021-22
Jaren Jackson Jr.,MEM,22,F-C,78,1.4,4.2,34.3,35.4,2021-22
Isaiah Stewart,DET,21,F-C,71,1.4,4.1,34.1,35.4,2021-22
Max Strus,MIA,26,G-F,68,1.4,4.1,34.5,35.6,2021-22
Davion Mitchell,SAC,23,G,75,1.4,4.1,34.5,35.6,2021-22
Aaron Gordon,DEN,26,F,75,1.4,4.1,34.4,35.7,2021-22
Buddy Hield,IND,29,G,81,1.6,4.1,38.1,35.7,2021-22
Caris LeVert,CLE,27,G,58,1.5,4.1,37.6,36.2,2021-22
Will Barton,DEN,31,G,71,1.5,4.1,35.9,36,2021-22
Jae'Sean Tate,HOU,26,F,78,1.4,4.1,34,35.5,2021-22
Russell Westbrook,LAL,33,G,78,1.5,4.1,36.5,35.7,2021-22
Derrick White,BOS,27,G,75,1.5,4,37.8,35,2021-22
Deni Avdija,WAS,21,F,81,1.3,4,32.3,35.9,2021-22
Devonte' Graham,NOP,27,G,76,1.5,4,36,36,2021-22
Chris Paul,PHX,37,G,65,1.4,4,33.8,35.6,2021-22
Killian Hayes,DET,20,G,66,1.4,4,36.5,35.8,2021-22
Austin Reaves,LAL,24,G,61,1.2,4,29.6,35.8,2021-22
Gary Trent Jr.,TOR,23,G-F,70,1.5,4,38.5,35.6,2021-22
Donovan Mitchell,UTA,25,G,67,1.4,4,34.7,35.7,2021-22
Grant Williams,BOS,23,F,77,1.4,4,36.7,35.2,2021-22
Kelly Oubre Jr.,CHA,26,F-G,76,1.5,4,37.2,35.7,2021-22
Jakob Poeltl,SAS,26,C,68,1.4,3.9,35.2,35.3,2021-22
Jonas Valanciunas,NOP,30,C,74,1.4,3.9,36.9,35.1,2021-22
Jordan Clarkson,UTA,30,G,79,1.3,3.9,31.9,35.5,2021-22
Joel Embiid,PHI,28,C-F,68,1.4,3.9,35.5,34.5,2021-22
Patrick Beverley,MIN,33,G,58,1.1,3.9,27.1,35.2,2021-22
Domantas Sabonis,SAC,26,F-C,62,1.2,3.9,32.1,35,2021-22
Aleksej Pokusevski,OKC,20,F,61,1.3,3.9,32.3,35.1,2021-22
Ivica Zubac,LAC,25,C,76,1.6,3.8,40.7,35.2,2021-22
Bruce Brown,BKN,25,G-F,72,1.1,3.8,29.2,35,2021-22
Garrison Mathews,HOU,25,G,65,1.4,3.8,38.1,35.3,2021-22
Jalen Green,HOU,20,G,67,1.5,3.8,39.4,35.9,2021-22
Tobias Harris,PHI,29,F,73,1.1,3.8,28.9,35.8,2021-22
Bojan Bogdanovic,UTA,33,F,69,1.5,3.8,40,35.2,2021-22
Gary Harris,ORL,27,G,61,1.4,3.8,37.1,36.3,2021-22
Evan Fournier,NYK,29,G-F,80,1.2,3.8,32.7,36,2021-22
Kevin Love,CLE,33,F-C,74,1.2,3.7,32.7,34.7,2021-22
Coby White,CHI,22,G,61,1.3,3.7,34.4,35.8,2021-22
Mike Conley,UTA,34,G,72,1.4,3.7,36.9,35.4,2021-22
Chimezie Metu,SAC,25,F-C,59,1.4,3.7,38.1,34.8,2021-22
Carmelo Anthony,LAL,38,F,69,1.2,3.7,32.7,35.4,2021-22
Duncan Robinson,MIA,28,F,79,1.4,3.7,38.5,35.9,2021-22
Immanuel Quickley,NYK,23,G,78,1.2,3.7,33.2,34.9,2021-22
Jordan Poole,GSW,23,G,76,1.3,3.7,35.5,35.8,2021-22
Malik Monk,LAL,24,G,76,1.3,3.7,34.5,36.2,2021-22
Patty Mills,BKN,33,G,81,1.2,3.6,33.4,35.2,2021-22
Mitchell Robinson,NYK,24,C-F,72,1.4,3.6,37,35.1,2021-22
Justin Holiday,SAC,33,F-G,74,1.4,3.6,39.7,36.1,2021-22
Danilo Gallinari,ATL,33,F,66,1.2,3.6,34.9,35.3,2021-22
Jarred Vanderbilt,MIN,23,F,74,1.1,3.5,32.3,35.1,2021-22
Monte Morris,DEN,27,G,75,1.1,3.5,32,36.1,2021-22
James Johnson,BKN,35,F,61,1.4,3.5,39,35.3,2021-22
Chuma Okeke,ORL,23,F,70,1.2,3.5,34.6,35,2021-22
Maxi Kleber,DAL,30,F,59,1.1,3.4,30.7,34.5,2021-22
Dennis Schroder,HOU,28,G,64,1.1,3.4,33.5,35.4,2021-22
Jordan Nwora,MIL,23,F,60,1.2,3.4,35.3,35,2021-22
Isaac Okoro,CLE,21,F-G,67,1,3.4,30,35.5,2021-22
Alperen Sengun,HOU,19,C,72,1.2,3.4,35.8,35.7,2021-22
Georges Niang,PHI,29,F,76,1.4,3.4,41.4,34.9,2021-22
Ziaire Williams,MEM,20,F,62,1,3.4,29.3,35.3,2021-22
Danny Green,PHI,35,G,62,1.3,3.3,40.1,35.3,2021-22
Damion Lee,GSW,29,G-F,63,1.1,3.3,34.3,35.3,2021-22
Cameron Johnson,PHX,26,F,66,1.2,3.3,35.2,35.6,2021-22
Kevon Looney,GSW,26,F,82,1.1,3.3,33.8,35.5,2021-22
Isaiah Hartenstein,LAC,24,C-F,68,1.1,3.3,32.9,34,2021-22
Kentavious Caldwell-Pope,WAS,29,G,77,1.1,3.3,34.3,36,2021-22
R.J. Hampton,ORL,21,G,64,1.3,3.3,39.8,36,2021-22
Malik Beasley,MIN,25,G,79,1.1,3.3,32.6,35.7,2021-22
DeMar DeRozan,CHI,32,G-F,76,1.1,3.3,34,35.3,2021-22
Clint Capela,ATL,28,C,74,1.1,3.3,34.2,34.5,2021-22
Montrezl Harrell,CHA,28,F-C,71,1,3.3,31.5,34.9,2021-22
Nickeil Alexander-Walker,UTA,23,G,64,1.2,3.3,35.6,35.6,2021-22
Cory Joseph,DET,30,G,65,1.2,3.3,36,35.6,2021-22
Terance Mann,LAC,25,G-F,81,1.1,3.2,35.6,35.5,2021-22
Tre Mann,OKC,21,G,60,1,3.2,32.1,35.4,2021-22
Matisse Thybulle,PHI,25,G-F,66,0.8,3.2,24.1,36,2021-22
Mason Plumlee,CHA,32,F-C,73,1,3.2,29.9,34.8,2021-22
Steven Adams,MEM,28,C,76,1.1,3.2,33.3,34.2,2021-22
Chris Boucher,TOR,29,F-C,80,1,3.2,31.3,35.5,2021-22
Nemanja Bjelica,GSW,34,F,71,1.1,3.2,34.8,35.6,2021-22
Ben McLemore,POR,29,G,62,1.2,3.1,39.5,36,2021-22
Jaxson Hayes,NOP,22,C-F,70,1,3.1,31.8,34.7,2021-22
Kyle Kuzma,WAS,26,F,66,1,3.1,33,35.7,2021-22
Raul Neto,WAS,30,G,68,1.1,3.1,36,35.4,2021-22
Avery Bradley,LAL,31,G,62,1.2,3.1,39.8,36,2021-22
Precious Achiuwa,TOR,22,F,73,1,3.1,32,35.4,2021-22
Javonte Green,CHI,28,G-F,65,1.1,3.1,37.5,36.3,2021-22
Torrey Craig,PHX,31,F,78,1.1,3.1,34.2,35.3,2021-22
Furkan Korkmaz,PHI,24,G-F,63,1,3.1,32.6,35.7,2021-22
Bones Hyland,DEN,21,G,68,1,3.1,32.2,35,2021-22
Hamidou Diallo,DET,23,G,58,1.2,3,40.3,36.2,2021-22
Moritz Wagner,ORL,25,F-C,60,1.1,3,37.4,35.3,2021-22
Facundo Campazzo,DEN,31,G,58,1.1,3,35.6,34.5,2021-22
Oshae Brissett,IND,24,F-G,67,1.2,3,41.3,34.6,2021-22
Jonathan Kuminga,GSW,19,F,65,1,3,32.8,35.4,2021-22
Josh Richardson,SAS,28,G,65,1.1,3,36.3,35.4,2021-22
De'Anthony Melton,MEM,24,G,73,1.2,2.9,40.8,35.7,2021-22
Saddiq Bey,DET,23,F,82,1.1,2.9,36.8,36.2,2021-22
Trey Lyles,SAC,26,F,73,0.9,2.9,31.4,34.3,2021-22
Terrence Ross,ORL,31,G-F,63,1.1,2.9,36.5,35.8,2021-22
KJ Martin,HOU,21,F,78,0.8,2.9,29.1,34.9,2021-22
Devin Vassell,SAS,21,G-F,71,1,2.8,36,34.9,2021-22
Amir Coffey,LAC,25,G-F,63,1.1,2.8,39,35.9,2021-22
Brandon Clarke,MEM,25,F,64,1.1,2.8,37.8,35.3,2021-22
Andre Drummond,BKN,28,C,73,1.1,2.8,39,35.1,2021-22
Garrett Temple,NOP,36,G-F,59,1,2.8,37,35.6,2021-22
Drew Eubanks,POR,25,F-C,70,1,2.8,36.8,34.8,2021-22
Luke Kennard,LAC,26,G,70,0.9,2.7,33.5,35.1,2021-22
Ayo Dosunmu,CHI,22,G,77,0.8,2.7,31,35.4,2021-22
Aaron Holiday,PHX,25,G,60,0.9,2.7,33.1,35.1,2021-22
Kyle Anderson,MEM,28,F-G,69,0.9,2.7,33.5,35.4,2021-22
Cameron Payne,PHX,27,G,58,0.9,2.7,34.2,35.8,2021-22
Troy Brown Jr.,CHI,22,G-F,61,1.1,2.7,38.8,36.2,2021-22
Taurean Prince,MIN,28,F,67,1,2.7,38.3,35.7,2021-22
Tre Jones,SAS,22,G,64,0.9,2.7,33.1,33.6,2021-22
Reggie Bullock Jr.,DAL,31,G-F,68,0.8,2.7,30.1,35.5,2021-22
Corey Kispert,WAS,23,F,75,1,2.7,36.3,36,2021-22
Dwight Powell,DAL,30,F-C,82,0.9,2.7,33.9,35.2,2021-22
Cedi Osman,CLE,27,F,66,0.9,2.6,34.3,35.5,2021-22
John Konchar,MEM,26,G,72,0.9,2.6,33.2,35.4,2021-22
Lonnie Walker IV,SAS,23,G-F,70,0.8,2.6,31.4,35.3,2021-22
Obi Toppin,NYK,24,F,71,0.8,2.6,32.1,35.4,2021-22
Gary Payton II,GSW,29,G,69,0.9,2.6,33,35.3,2021-22
Delon Wright,ATL,30,G,76,1,2.5,37.8,35.6,2021-22
Austin Rivers,DEN,29,G,67,0.9,2.5,36.7,36,2021-22
Tyus Jones,MEM,26,G,72,0.8,2.5,32.6,35.6,2021-22
Lamar Stevens,CLE,24,F,62,0.8,2.5,31.4,35.7,2021-22
Daniel Gafford,WAS,23,F-C,72,1,2.5,41,35.5,2021-22
Josh Christopher,HOU,20,G,72,0.9,2.5,36.7,35.4,2021-22
JaVale McGee,PHX,34,C-F,74,0.9,2.4,36.9,35.1,2021-22
Nicolas Batum,LAC,33,G-F,59,0.8,2.4,33.1,36.3,2021-22
Cam Thomas,BKN,20,G,63,0.9,2.4,36.4,34.3,2021-22
Ish Smith,WAS,33,G,64,1,2.4,40.8,35.7,2021-22
Hassan Whiteside,UTA,33,C,65,0.9,2.4,36.4,34.2,2021-22
Landry Shamet,PHX,25,G,68,0.8,2.4,34.8,35.2,2021-22
Naz Reid,MIN,22,C-F,77,0.9,2.3,38,34.9,2021-22
Otto Porter Jr.,GSW,29,F,63,0.8,2.3,34.2,35.6,2021-22
Juan Toscano-Anderson,GSW,29,F,64,0.8,2.3,35.1,34.8,2021-22
JaMychal Green,DEN,32,F-C,67,0.8,2.3,33.1,34.5,2021-22
Bryn Forbes,DEN,28,G,73,0.8,2.2,37.7,35.1,2021-22
Jaylen Nowell,MIN,22,G,61,0.7,2.1,34.6,35.5,2021-22
Dewayne Dedmon,MIA,32,C,67,0.7,2.1,33.6,35,2021-22
Jevon Carter,MIL,26,G,59,0.6,2,31,34.5,2021-22
Dwight Howard,LAL,36,C-F,58,0.7,1.9,38.4,35.3,2021-22
Josh Green,DAL,21,G,61,0.6,1.8,34.3,35.9,2021-22
Jordan McLaughlin,MIN,26,G,60,0.7,1.8,37.1,35,2021-22
Dalano Banton,TOR,22,F,62,0.7,1.7,38.1,34.8,2021-22
Payton Pritchard,BOS,24,G,66,0.5,1.6,32.4,36,2021-22
Zion Williamson,NOP,20,F,59,2.2,6.3,35,36.4,2020-21
RJ Barrett,NYK,21,F-G,71,2,6.1,33,36.1,2020-21
Terry Rozier,CHA,27,G,68,2.1,6,34.8,36.7,2020-21
Andrew Wiggins,GSW,26,F,70,2.1,5.7,37.1,37,2020-21
Jrue Holiday,MIL,31,G,58,2.5,5.7,43,36.6,2020-21
Eric Bledsoe,NOP,31,G,69,2.2,5.5,39.9,36,2020-21
Bradley Beal,WAS,28,G,59,2.1,5.4,38.9,37.1,2020-21
Luka Doncic,DAL,22,F-G,66,1.9,5.2,36.5,36.6,2020-21
Danny Green,PHI,34,G,69,1.8,5.2,35,36.9,2020-21
Jaylen Brown,BOS,24,G-F,58,1.8,5.2,34.2,37.2,2020-21
Damian Lillard,POR,30,G,64,1.9,5.2,36.1,36.7,2020-21
Kelly Olynyk,HOU,30,F-C,70,2.2,5.2,42.4,36.4,2020-21
Julius Randle,NYK,26,F-C,70,1.8,5.1,35.3,36.3,2020-21
Tim Hardaway Jr.,DAL,29,G-F,70,1.9,5.1,37.9,36.7,2020-21
Dillon Brooks,MEM,25,G-F,67,2.1,5.1,41.7,36.7,2020-21
Draymond Green,GSW,31,F,62,1.9,5.1,36.6,36.2,2020-21
Khris Middleton,MIL,29,F,67,1.9,5.1,36.7,37,2020-21
Collin Sexton,CLE,22,G,60,1.9,5.1,37.7,37.1,2020-21
Buddy Hield,SAC,28,G,69,1.7,5.1,33.7,36.6,2020-21
Brook Lopez,MIL,33,C,69,1.9,5,38.1,35.8,2020-21
Bam Adebayo,MIA,23,C-F,62,1.7,5,34.6,36.5,2020-21
Devin Booker,PHX,24,G,65,1.6,4.9,32.4,36.8,2020-21
Zach LaVine,CHI,26,G-F,58,1.8,4.9,36,36.8,2020-21
Rudy Gobert,UTA,29,C,71,1.4,4.9,29.6,36.3,2020-21
Miles Bridges,CHA,23,F,65,1.6,4.8,32.5,36.7,2020-21
Robert Covington,POR,30,F,67,2,4.8,40.8,36.7,2020-21
P.J. Washington,CHA,22,F,63,1.9,4.8,40.3,36.3,2020-21
Giannis Antetokounmpo,MIL,26,F,59,1.8,4.8,38.4,36,2020-21
Chris Boucher,TOR,28,F-C,60,1.5,4.8,30.9,36.2,2020-21
Elfrid Payton,NYK,27,G,61,1.8,4.7,38.5,37.3,2020-21
Duncan Robinson,MIA,27,F,70,1.7,4.7,36.1,37.6,2020-21
Isaac Okoro,CLE,20,F-G,67,1.9,4.7,41.5,36.9,2020-21
Deandre Ayton,PHX,22,C,67,1.7,4.6,36.9,37.1,2020-21
Pat Connaughton,MIL,28,G,68,1.7,4.6,37.7,36.4,2020-21
Coby White,CHI,21,G,69,1.8,4.5,40.1,37.5,2020-21
Anthony Edwards,MIN,19,G,71,1.9,4.5,42.7,37.1,2020-21
John Collins,ATL,23,F-C,63,1.6,4.5,36.5,36.8,2020-21
Jae'Sean Tate,HOU,25,F,70,1.5,4.3,34.3,36.9,2020-21
Dorian Finney-Smith,DAL,28,F,60,1.5,4.3,35.7,36.8,2020-21
Daniel Theis,CHI,29,F-C,65,1.5,4.3,35.1,36.1,2020-21
Jeff Green,BKN,34,F,68,1.5,4.3,34,36.6,2020-21
Dennis Schroder,LAL,27,G,61,1.6,4.3,37.2,37.1,2020-21
Royce O'Neale,UTA,28,F,71,1.4,4.2,34.1,36.3,2020-21
Ben Simmons,PHI,24,G-F,58,1.3,4.2,29.9,36.4,2020-21
Ja Morant,MEM,21,G,63,1.4,4.2,34.3,37,2020-21
Donte DiVincenzo,MIL,24,G,65,1.6,4.2,37.4,37.5,2020-21
Norman Powell,POR,28,G,69,1.5,4.1,36.6,37.2,2020-21
Dwayne Bacon,ORL,25,G-F,70,1.4,4.1,33.1,37.4,2020-21
Russell Westbrook,WAS,32,G,64,1.4,4.1,35.5,36.5,2020-21
Kevin Huerter,ATL,22,G-F,69,1.3,4.1,31.8,37.3,2020-21
Kyle Anderson,MEM,27,F-G,69,1.5,4.1,37.9,35.7,2020-21
Justin Holiday,IND,32,F-G,71,1.2,4,29.1,36.7,2020-21
Nikola Jokic,DEN,26,C,71,1.4,4,35.6,36.4,2020-21
Michael Porter Jr.,DEN,23,F,60,1.5,4,37.9,36.7,2020-21
Chris Paul,PHX,36,G,68,1.6,4,39.8,37.1,2020-21
Mikal Bridges,PHX,24,F,69,1.4,4,36.3,36.8,2020-21
Domantas Sabonis,IND,25,F-C,61,1.4,4,35.3,37.1,2020-21
Trae Young,ATL,22,G,63,1.3,3.9,33.9,36.9,2020-21
Facundo Campazzo,DEN,30,G,63,1.3,3.9,33.2,37,2020-21
Brandon Ingram,NOP,23,F,59,1.4,3.9,36.5,36.4,2020-21
Jakob Poeltl,SAS,25,C,69,1.4,3.9,36.8,36.7,2020-21
Josh Richardson,DAL,27,G,59,1.5,3.9,39.6,37.3,2020-21
Bruce Brown,BKN,24,G-F,65,1.4,3.9,37.2,36.1,2020-21
Tobias Harris,PHI,28,F,62,1.6,3.8,42,36.7,2020-21
Joe Harris,BKN,29,G-F,69,1.5,3.8,39.5,36.9,2020-21
Keldon Johnson,SAS,21,F-G,69,1.4,3.8,35.9,36.8,2020-21
Jayson Tatum,BOS,23,F-G,64,1.4,3.8,37.3,37.4,2020-21
Andre Iguodala,MIA,37,G-F,61,1.3,3.8,33,36.3,2020-21
Carmelo Anthony,POR,37,F,66,1.4,3.8,37.8,36.4,2020-21
Reggie Bullock Jr.,NYK,30,G-F,64,1.2,3.8,31.3,37.2,2020-21
Jae Crowder,PHX,30,F,58,1.1,3.7,30.5,36.9,2020-21
Dejounte Murray,SAS,24,G,67,1.4,3.6,37.6,37.2,2020-21
Khem Birch,TOR,28,C,66,1.3,3.6,37,37.2,2020-21
Bismack Biyombo,CHA,28,C,64,1.4,3.5,41,36.3,2020-21
Jaden McDaniels,MIN,20,F,61,1.4,3.5,40.7,37.5,2020-21
Ricky Rubio,MIN,30,G,67,1.2,3.5,34.7,36.8,2020-21
Bojan Bogdanovic,UTA,32,F,72,1.2,3.5,35.2,36.1,2020-21
