BLK,DWS,DBPM,DRtg,DRB,DFG_PCT,charges,Deflections,def_LB,Height,Weight,Position,vote_getter,Share,MP,w_L_pct,Player,Season,DFGA,DPOY,STL
28,0.7,-1.6,119,305,48.8,1,121,27,76,220,G,No,0,2433,0.431,buddy hield,2020-21,964,0,62
0,0.8,-1.2,117,98,47.6,6,86,19,73,180,G,No,0,1685,0.458,patty mills,2020-21,538,0,40
12,2.7,0.2,109,181,49.6,10,111,29,75,172,G,No,0,1956,0.583,dennis schroder,2020-21,766,0,67
7,0.9,-1.4,117,193,46.2,0,70,27,78,221,G,No,0,1853,0.292,dwayne bacon,2020-21,703,0,42
45,2,3.1,106,63,41.7,0,167,41,77,201,G,No,0,1287,0.589,matisse thybulle,2019-20,477,0,90
40,0.8,-1.3,117,182,46.1,0,69,12,79,238,F,No,0,1690,0.583,carmelo anthony,2020-21,525,0,46
36,2.4,0.6,111,364,45.4,24,154,57,77,245,F,No,0,2467,0.611,pj tucker,2019-20,1052,0,78
36,1.5,0.4,112,252,51.7,3,118,17,80,230,F,No,0,1425,0.306,isaiah roby,2020-21,648,0,54
40,3,1,110,358,44,24,194,72,78,245,F,No,0,2802,0.646,pj tucker,2018-19,1011,0,130
13,1.3,-1.7,116,207,48.7,4,88,35,73,180,G,No,0,2125,0.569,trae young,2020-21,676,0,50
21,1.3,-0.9,116,215,49.2,11,102,25,73,214,G,No,0,2111,0.431,eric bledsoe,2020-21,854,0,55
32,2.5,0.5,111,277,45.4,1,185,55,78,181,F,No,0,2607,0.402,justin holiday,2018-19,905,0,120
13,1.1,-0.7,114,139,48.6,2,76,19,79,205,G,No,0,1324,0.306,svi mykhailiuk,2020-21,486,0,50
29,1.6,-0.3,111,260,44.9,1,160,42,78,185,G,No,0,2265,0.329,justin holiday,2017-18,828,0,79
6,0.7,-2,118,161,47.4,2,29,10,79,225,F,No,0,1619,0.472,doug mcdermott,2020-21,544,0,20
48,3,0.4,110,671,50.4,1,121,19,83,260,C,No,0,2348,0.431,nikola vucevic,2020-21,1180,0,62
24,3,0.8,106,364,48.7,11,133,62,78,245,F,No,0,2281,0.793,pj tucker,2017-18,829,0,81
19,1.7,0.7,108,190,43.8,2,95,0,79,210,F,No,0,1501,0.524,james ennis iii,2016-17,454,0,44
6,1.1,-0.4,112,173,47.1,0,48,19,76,220,G,No,0,1036,0.431,denzel valentine,2020-21,333,0,30
76,2.4,0.6,111,325,50.5,1,148,18,79,230,F,No,0,1954,0.458,pj washington,2020-21,921,0,69
76,2.4,0.6,111,325,50.5,1,148,18,79,230,F,No,0,1954,0.458,pj washington,2020-21,921,0,69
16,2.2,1.2,109,354,45.1,8,217,0,78,245,F,No,0,2236,0.622,pj tucker,2016-17,668,0,111
33,1.2,0.2,111,198,45.8,2,124,0,78,185,G,No,0,1639,0.378,justin holiday,2016-17,552,0,66
12,0.9,-1.9,118,129,48.6,2,107,27,73,190,G,No,0,2115,0.306,collin sexton,2020-21,687,0,60
20,1.4,-0.4,110,174,48.4,4,62,14,78,215,F,No,0,1265,0.452,james ennis iii,2019-20,399,0,34
13,1.1,-1,116,186,48.7,0,86,19,76,175,G,No,0,1778,0.306,theo maledon,2020-21,561,0,58
16,1.9,0.4,109,347,42.6,8,190,17,78,245,F,No,0,2540,0.28,pj tucker,2015-16,782,0,107
12,1.3,0.3,112,186,48.1,0,68,17,77,215,G,No,0,1263,0.653,terance mann,2020-21,536,0,25
50,3.1,0.8,108,357,48.3,0,86,21,80,226,F,No,0,2014,0.681,tobias harris,2020-21,751,0,56
22,1.1,-0.1,112,151,44.7,1,93,33,79,210,F,No,0,1604,0.476,james ennis iii,2017-18,512,0,50
23,1,-0.2,112,122,52.3,2,88,27,79,210,F,No,0,1230,0.622,james ennis iii,2018-19,419,0,41
12,1.5,-0.1,115,219,49.8,1,98,26,78,220,G,No,0,2056,0.458,demar derozan,2020-21,508,0,55
20,2.7,1.1,111,287,50.4,3,175,40,72,175,G,No,0,2199,0.708,chris paul,2020-21,675,0,95
14,1.7,-1.2,115,256,50.1,5,74,37,77,195,G,No,0,2156,0.431,coby white,2020-21,797,0,41
23,2.7,1,105,388,43.7,0,209,10,78,224,F,No,0,2383,0.476,pj tucker,2014-15,769,0,109
12,0.6,-1.5,118,101,52.3,5,75,11,76,190,G,No,0,1403,0.667,landry shamet,2020-21,537,0,30
21,1.7,-0.7,114,319,49.2,0,72,21,77,220,F,No,0,1968,0.458,keldon johnson,2020-21,797,0,41
6,1.1,-0.5,114,146,50.7,1,42,7,77,206,G,No,0,1232,0.653,luke kennard,2020-21,410,0,24
24,2.8,0.9,106,368,43.9,8,231,11,78,224,F,Yes,0.01,2490,0.585,pj tucker,2013-14,685,0,113
17,0.8,-0.5,108,125,48.2,1,40,0,79,208,F,No,0,1051,0.451,james ennis iii,2014-15,309,0,23
37,1.9,-0.4,116,263,45.9,1,92,28,79,225,F,No,0,1949,0.561,jonathan kuminga,2023-24,773,0,52
16,1.5,-1.5,117,122,48.9,5,87,14,74,208,G,No,0,1817,0.695,reggie jackson,2023-24,732,0,40
33,1.4,-0.1,115,161,44.9,2,86,9,79,225,F,No,0,1394,0.537,jonathan kuminga,2022-23,646,0,40
6,0.3,-1.6,119,126,51.1,2,39,9,75,181,G,No,0,1104,0.583,anfernee simons,2020-21,362,0,18
7,1.2,-1.1,118,119,47.1,3,70,18,74,208,G,No,0,1657,0.646,reggie jackson,2022-23,699,0,47
12,0.8,-0.9,115,134,52.5,1,74,7,76,201,G,No,0,1074,0.431,terence davis,2020-21,356,0,41
15,2,-1.6,113,232,43.6,7,85,20,74,208,G,No,0,2337,0.512,reggie jackson,2021-22,996,0,52
143,4.4,2.6,102,435,40.4,13,170,54,82,253,F,Yes,0.4,2131,0.732,anthony davis,2019-20,883,0,93
20,1.8,-0.2,108,180,44.6,1,53,13,79,225,F,No,0,1185,0.646,jonathan kuminga,2021-22,527,0,26
30,2.8,1.4,107,183,42.7,12,192,50,75,220,G,Yes,0.014,1919,0.667,marcus smart,2019-20,681,0,102
40,1.7,2,109,227,37.2,2,99,24,81,230,F,No,0,1330,0.466,kyle anderson,2019-20,521,0,54
7,1.4,-0.2,113,168,46.7,0,56,18,74,208,G,No,0,1544,0.653,reggie jackson,2020-21,610,0,40
34,3.6,1.8,106,459,42,10,129,48,81,250,F,No,0,2316,0.732,lebron james,2019-20,624,0,80
57,1.6,-0.6,112,190,42,5,93,16,80,210,F,No,0,1892,0.63,jerami grant,2019-20,624,0,50
136,4.2,1.9,104,686,41.4,0,107,13,85,258,C,Yes,0.374,2333,0.611,rudy gobert,2019-20,1555,0,54
35,2.7,1.5,108,280,40.7,1,197,32,79,230,F,No,0,1959,0.603,jimmy butler,2019-20,676,0,104
56,1.7,1.8,106,263,45.5,15,122,20,82,252,C,No,0,1096,0.466,gorgui dieng,2019-20,675,0,50
6,3.3,0.7,104,338,40.7,6,113,28,79,222,F,No,0,1853,0.767,khris middleton,2019-20,550,0,55
19,2,0.8,102,240,39.9,11,55,15,81,235,F,No,0,986,0.767,ersan ilyasova,2019-20,401,0,25
8,1.9,-0.9,112,171,50.9,7,78,38,75,208,G,No,0,2289,0.5,reggie jackson,2018-19,818,0,57
8,1.9,-0.6,108,195,48,1,124,0,75,208,G,No,0,2424,0.537,reggie jackson,2015-16,880,0,55
8,1.7,-0.6,108,271,45.5,5,109,0,75,208,G,No,0,2268,0.39,reggie jackson,2014-15,775,0,62
24,3,1,104,239,41.8,3,99,39,73,214,G,No,0,1646,0.767,eric bledsoe,2019-20,658,0,54
8,2.6,-0.3,106,270,45,0,184,9,75,208,G,No,0,2277,0.72,reggie jackson,2013-14,747,0,88
49,4,2.4,112,826,48.5,2,159,29,82,240,F,Yes,0.002,2928,0.561,domantas sabonis,2023-24,1407,0,74
48,3.7,2,104,284,43.9,4,172,40,79,232,F,No,0,2066,0.736,og anunoby,2019-20,674,0,95
43,3.1,0.7,112,168,45.2,0,140,25,81,185,F,No,0,2105,0.683,jaden mcdaniels,2023-24,879,0,65
59,1.6,0.8,113,219,46.8,4,82,8,82,245,F,No,0,1169,0.598,drew eubanks,2023-24,660,0,30
92,2.3,3.4,102,209,47.7,7,159,17,82,220,C,No,0,1127,0.611,nerlens noel,2019-20,646,0,61
161,4.1,2.5,100,254,42.7,0,86,22,84,282,C,Yes,0.008,1817,0.767,brook lopez,2019-20,1310,0,47
58,1.8,1,101,170,43.3,3,35,11,81,200,F,No,0,819,0.736,chris boucher,2019-20,457,0,23
69,2.5,0.5,107,282,43.1,30,56,22,79,240,F,No,0,1749,0.681,montrezl harrell,2019-20,1021,0,38
34,1.4,1.4,108,119,43.4,5,51,9,78,236,F,No,0,1043,0.667,grant williams,2019-20,535,0,27
61,3.2,1.6,108,376,45.6,8,220,43,77,220,G,No,0,2483,0.611,james harden,2019-20,1134,0,122
35,1.5,-0.3,113,260,43.7,2,110,35,79,220,F,No,0,2120,0.573,dorian finneysmith,2019-20,875,0,42
62,2.6,-0.5,116,314,48.8,13,127,36,80,225,F,No,0,2588,0.561,keegan murray,2023-24,975,0,77
91,2.9,1,106,455,45.6,1,86,24,83,243,C,Yes,0.002,1852,0.486,jarrett allen,2019-20,1148,0,42
14,1.9,0.7,106,187,40.9,3,70,26,76,201,G,No,0,1209,0.736,terence davis,2019-20,452,0,34
24,2,1.5,104,173,43.3,3,91,23,78,217,F,No,0,1122,0.736,rondae hollisjefferson,2019-20,503,0,48
6,2.1,1.3,106,127,41.5,4,91,32,75,188,G,No,0,1271,0.767,george hill,2019-20,492,0,46
7,1,0.4,111,119,43,12,35,12,78,240,F,No,0,1011,0.667,semi ojeleye,2019-20,358,0,20
44,4.1,0.6,111,534,46.7,0,146,23,80,210,F,No,0,2645,0.78,jayson tatum,2023-24,784,0,74
191,3,0.7,107,647,46.4,4,76,18,84,265,C,Yes,0.006,2008,0.473,hassan whiteside,2019-20,1197,0,26
35,3.5,1.7,113,588,48.2,7,184,42,79,230,F,No,0,2624,0.61,luka doncic,2023-24,1087,0,98
13,1.8,-1.1,112,217,43.9,12,90,37,73,172,G,No,0,1999,0.611,dennis schroder,2019-20,713,0,46
6,0.5,-1.2,116,86,41.4,6,75,26,73,180,G,No,0,1485,0.451,patty mills,2019-20,466,0,52
26,2.1,0.2,108,221,46.1,13,175,28,80,235,F,No,0,1591,0.338,thaddeus young,2019-20,722,0,90
13,1.7,0,110,134,44.2,3,111,24,72,185,G,No,0,1617,0.616,aaron holiday,2019-20,708,0,52
49,1.9,0.2,112,216,44.9,2,246,45,75,205,G,No,0,2117,0.417,jrue holiday,2019-20,914,0,98
29,1.6,-1.4,113,175,44.2,3,163,38,79,225,G,No,0,2112,0.466,dillon brooks,2019-20,856,0,66
24,1.2,-0.7,120,219,47.9,0,183,21,77,225,G,No,0,2401,0.439,bogdan bogdanovic,2023-24,1080,0,95
54,3.6,0.5,105,375,43.3,1,99,40,81,230,F,No,0,2110,0.736,pascal siakam,2019-20,994,0,60
30,2.2,-0.8,110,248,42.9,0,124,28,78,200,G,No,0,2085,0.338,zach lavine,2019-20,701,0,90
14,0.9,-0.3,118,155,53,4,68,14,79,230,F,No,0,1269,0.268,cedi osman,2023-24,451,0,36
20,3.2,2.4,101,252,43.8,1,148,32,76,203,G,No,0,1520,0.767,donte divincenzo,2019-20,516,0,84
34,2.6,0,110,212,45.9,4,195,41,80,220,F,No,0,2202,0.616,tj warren,2019-20,608,0,80
32,2.3,1.5,104,224,41.6,0,40,20,77,209,G,No,0,1243,0.767,pat connaughton,2019-20,604,0,26
26,2.3,-0.1,109,331,46.8,10,120,30,79,218,F,No,0,1857,0.486,taurean prince,2019-20,714,0,58
8,1.9,0.2,113,151,42.6,5,61,8,79,230,F,No,0,1548,0.622,cedi osman,2022-23,425,0,38
79,2.4,0.5,115,215,46,1,178,22,81,185,F,No,0,2416,0.512,jaden mcdaniels,2022-23,1034,0,71
40,1.9,-1,116,440,45.6,0,87,5,84,240,F,No,0,2273,0.451,lauri markkanen,2022-23,879,0,40
38,1.1,-0.7,113,142,45.1,1,105,22,78,195,G,No,0,1506,0.297,jarrett culver,2019-20,490,0,57
14,2.1,0.7,111,251,47.3,7,164,29,79,220,F,No,0,2137,0.611,joe ingles,2019-20,656,0,64
74,3,0.4,113,249,47.1,2,153,19,79,215,F,No,0,2323,0.488,patrick williams,2022-23,911,0,74
32,2.9,1.4,113,515,48,4,191,26,79,230,F,No,0,2391,0.463,luka doncic,2022-23,944,0,91
26,1.8,0.4,111,364,46.1,2,108,33,77,215,G,No,0,1755,0.417,josh hart,2019-20,760,0,65
26,1.8,0.4,111,364,46.1,2,108,33,77,215,G,No,0,1755,0.417,josh hart,2019-20,760,0,65
91,3,1.3,107,400,48.1,6,237,45,79,209,F,No,0,2137,0.611,robert covington,2019-20,862,0,112
52,4.3,0.7,110,571,47.3,0,159,30,80,210,F,No,0,2732,0.695,jayson tatum,2022-23,876,0,81
46,2.4,0.8,111,286,48.2,3,70,6,84,215,F,No,0,1682,0.622,santi aldama,2022-23,876,0,46
24,1.9,-1,109,221,46.1,6,39,21,80,221,F,No,0,1526,0.732,kyle kuzma,2019-20,571,0,30
13,0.6,-1.3,115,127,42.4,0,27,12,79,220,F,No,0,1045,0.573,justin jackson,2019-20,349,0,13
13,0.6,-1.3,115,127,42.4,0,27,12,79,220,F,No,0,1045,0.573,justin jackson,2019-20,349,0,13
41,0.6,-1.8,118,251,44.3,1,107,51,75,190,G,No,0,2556,0.473,cj mccollum,2019-20,995,0,55
46,1.6,0.7,109,253,45.9,2,59,22,80,215,F,No,0,1300,0.466,brandon clarke,2019-20,595,0,35
101,1.6,0.9,115,286,49.6,8,97,9,82,245,F,No,0,1584,0.402,drew eubanks,2022-23,957,0,39
60,1.1,0.1,114,188,47.3,30,97,29,76,190,G,No,0,1677,0.451,derrick white,2019-20,812,0,40
40,1.7,-1,117,282,50.3,10,102,16,80,225,F,No,0,2382,0.585,keegan murray,2022-23,779,0,64
40,3,1.8,114,722,53.8,3,123,22,85,240,F,No,0,2736,0.585,domantas sabonis,2022-23,1454,0,63
91,1.6,2,108,244,47.5,9,72,16,85,245,C,No,0,1171,0.451,jakob poeltl,2019-20,713,0,39
15,1.2,-1.2,119,264,52.2,0,114,33,79,215,F,No,0,2129,0.5,saddiq bey,2022-23,607,0,68
56,1.7,-0.1,113,217,40.7,1,114,25,81,185,F,No,0,1803,0.561,jaden mcdaniels,2021-22,783,0,49
31,1.9,1.9,108,185,45.5,0,135,22,79,220,F,No,0,1427,0.318,maurice harkless,2019-20,547,0,56
15,1.1,-0.5,114,113,45.9,4,89,21,74,183,G,No,0,1636,0.63,monte morris,2019-20,436,0,58
22,1.8,1.9,110,210,48,3,172,26,77,185,G,No,0,1570,0.573,delon wright,2019-20,558,0,86
46,4.6,0.6,106,524,42.8,0,117,28,80,210,F,No,0,2731,0.622,jayson tatum,2021-22,905,0,76
16,1.6,-1.2,116,334,45.8,2,126,25,79,215,F,No,0,2704,0.28,saddiq bey,2021-22,684,0,74
20,0.7,-0.9,117,251,46.1,6,136,33,74,195,G,No,0,2474,0.473,damian lillard,2019-20,787,0,72
54,1.5,-0.3,110,286,45.6,0,64,16,82,214,F,No,0,1325,0.303,christian wood,2019-20,713,0,30
20,1.2,-0.7,114,234,46.9,3,108,29,78,214,G,No,0,1754,0.589,alec burks,2019-20,586,0,59
6,1.1,0.2,112,94,44.4,1,76,20,72,196,G,No,0,1232,0.466,tyus jones,2019-20,405,0,58
26,2.2,0.4,109,332,47.6,5,127,33,78,235,F,No,0,1875,0.603,jae crowder,2019-20,675,0,70
12,0.5,-2,117,193,45.3,3,69,19,78,255,F,No,0,1654,0.231,eric paschall,2019-20,558,0,30
25,1.8,0.9,113,551,48.5,1,93,26,83,240,F,No,0,2136,0.366,domantas sabonis,2021-22,974,0,62
42,1.5,0.5,108,216,44.8,0,30,17,80,208,F,No,0,1130,0.611,darius bazley,2019-20,556,0,24
30,0.8,-0.3,113,156,45.2,0,44,17,81,232,F,No,0,1025,0.318,taj gibson,2019-20,456,0,24
13,1.6,0.5,112,121,46.4,1,84,11,79,230,F,No,0,1462,0.537,cedi osman,2021-22,420,0,53
39,3.8,1.8,107,537,47.8,1,134,28,79,230,F,No,0,2301,0.634,luka doncic,2021-22,906,0,78
37,2.3,0.1,110,368,44.3,1,63,34,80,235,F,No,0,2017,0.452,aaron gordon,2019-20,743,0,50
25,2,0.7,106,311,44.4,0,61,9,80,227,F,No,0,1307,0.681,jamychal green,2019-20,502,0,32
19,1.8,-1,112,471,44.3,0,84,39,80,250,F,No,0,2080,0.318,julius randle,2019-20,788,0,51
14,1,-1.3,114,137,44.3,0,78,23,76,194,G,No,0,1705,0.611,jordan clarkson,2019-20,544,0,43
14,1.7,0.4,109,151,47.8,5,127,35,73,190,G,No,0,1326,0.616,tj mcconnell,2019-20,458,0,57
49,3,0.4,109,365,47.9,2,144,47,77,180,G,No,0,2428,0.611,shai gilgeousalexander,2019-20,878,0,77
7,1.2,-0.4,113,148,46.5,3,94,19,75,200,G,No,0,1594,0.611,austin rivers,2019-20,550,0,46
130,3.1,1.1,105,321,47.3,3,98,13,83,250,C,No,0,1826,0.616,myles turner,2019-20,939,0,43
22,1.1,0.1,114,144,47.5,5,106,30,75,200,G,No,0,1759,0.431,cory joseph,2019-20,697,0,50
13,1.2,-0.2,116,221,47.9,1,123,15,78,225,G,No,0,1848,0.524,bogdan bogdanovic,2021-22,755,0,69
34,2.5,1.5,107,174,48.1,5,181,29,78,215,G,No,0,1687,0.732,danny green,2019-20,782,0,88
30,2.3,-0.1,110,286,49,0,92,16,83,240,F,No,0,1878,0.537,lauri markkanen,2021-22,826,0,43
0,2.8,-0.6,110,300,45.2,3,94,43,80,216,F,No,0,2573,0.585,bojan bogdanovic,2018-19,827,0,73
30,3,1.6,110,592,47.1,2,140,25,83,240,F,No,0,2231,0.472,domantas sabonis,2020-21,1106,0,73
25,1.2,0,113,181,48.2,3,135,39,76,213,G,No,0,1547,0.297,josh okogie,2019-20,583,0,68
6,1.1,-1.1,112,183,43.9,0,37,25,79,237,F,No,0,1207,0.589,mike scott,2019-20,294,0,19
33,2.6,0.7,111,473,45.3,0,112,34,79,230,F,No,0,2262,0.583,luka doncic,2020-21,865,0,66
37,1.4,1.7,108,219,47.8,7,80,9,83,254,F,No,0,1057,0.63,mason plumlee,2019-20,625,0,30
14,1.9,0.4,110,104,47,3,107,32,77,204,G,No,0,1762,0.732,kentavious caldwellpope,2019-20,591,0,55
68,2.7,1.1,106,376,47.4,3,90,24,83,265,C,No,0,1680,0.611,steven adams,2019-20,986,0,50
60,2.6,1,109,353,47.3,0,102,26,81,240,C,No,0,2025,0.589,al horford,2019-20,1040,0,54
7,1.1,-1.4,115,207,46.4,7,79,21,77,205,G,No,0,2091,0.573,tim hardaway jr,2019-20,759,0,42
57,1.1,0.6,111,162,49,4,57,14,83,220,C,No,0,1080,0.417,jaxson hayes,2019-20,561,0,25
33,1.1,-0.9,113,301,45.8,1,78,22,80,250,F,No,0,1461,0.451,rudy gay,2019-20,627,0,33
76,2.6,1.2,103,335,47.6,0,86,8,82,265,C,No,0,1306,0.732,dwight howard,2019-20,662,0,28
6,1.7,-0.2,112,178,50.3,7,132,35,79,210,G,No,0,1878,0.338,tomas satoransky,2019-20,608,0,78
61,0.9,-0.2,116,180,46,0,77,18,81,185,F,No,0,1511,0.319,jaden mcdaniels,2020-21,644,0,37
12,1,-0.9,116,163,48.4,6,74,10,79,230,F,No,0,1510,0.306,cedi osman,2020-21,438,0,53
32,2.5,-0.3,112,422,47.6,0,140,26,80,210,F,No,0,2290,0.5,jayson tatum,2020-21,632,0,77
20,1.8,1,108,261,48.9,12,87,23,83,240,F,No,0,1300,0.603,kelly olynyk,2019-20,562,0,46
19,1.6,-0.9,113,189,45.7,2,71,40,77,215,G,No,0,1994,0.486,spencer dinwiddie,2019-20,727,0,38
43,2.2,0.4,112,261,49.7,0,107,16,79,215,F,No,0,1983,0.431,patrick williams,2020-21,718,0,64
45,1.3,-1,114,274,46.7,2,84,18,78,225,F,No,0,1995,0.354,miles bridges,2019-20,836,0,38
14,1.7,-0.8,114,275,49.1,0,74,29,79,215,F,No,0,1909,0.278,saddiq bey,2020-21,589,0,49
21,1.5,-1.3,114,268,47.7,4,94,29,77,206,G,No,0,2512,0.466,devin booker,2019-20,828,0,49
7,2.5,-0.7,112,241,44.8,3,56,15,79,226,F,No,0,2216,0.722,bojan bogdanovic,2020-21,697,0,43
65,1.3,0.6,110,251,49.6,3,89,12,81,240,F,No,0,1196,0.231,marquese chriss,2019-20,601,0,41
21,2,-0.3,110,209,46.1,0,133,33,78,206,G,No,0,1889,0.452,terrence ross,2019-20,596,0,76
7,0.1,-1.9,119,127,45.8,1,38,18,75,181,G,No,0,1449,0.473,anfernee simons,2019-20,592,0,28
14,1.5,-1.4,114,271,48.1,1,135,30,76,220,G,No,0,2216,0.431,buddy hield,2019-20,884,0,65
7,1.1,-1.3,113,148,46.5,2,21,12,79,225,F,No,0,1372,0.616,doug mcdermott,2019-20,512,0,14
59,3.7,0.6,106,396,45.3,0,190,51,80,210,F,No,0,2265,0.667,jayson tatum,2019-20,673,0,92
12,1.3,-0.5,113,181,44.6,0,126,25,78,220,G,No,0,1766,0.431,bogdan bogdanovic,2019-20,659,0,61
13,0.6,-0.9,117,192,49.3,8,120,23,79,230,F,No,0,1910,0.292,cedi osman,2019-20,643,0,52
14,1.1,-1.3,116,278,47.9,3,99,25,80,225,F,No,0,2482,0.431,harrison barnes,2019-20,824,0,43
31,3.4,1.2,106,582,45.4,0,87,22,83,240,F,No,0,2159,0.616,domantas sabonis,2019-20,1088,0,50
17,0.5,-0.6,117,102,49.3,0,94,18,78,213,G,No,0,1641,0.303,tony snell,2019-20,580,0,29
14,1.8,-0.6,112,234,47.7,2,64,34,78,220,G,No,0,2123,0.486,joe harris,2019-20,711,0,41
12,2.3,1,110,495,47.4,2,94,33,79,230,F,No,0,2047,0.573,luka doncic,2019-20,704,0,59
55,3.2,0.2,108,407,42.3,0,154,50,80,208,F,No,0,2455,0.598,jayson tatum,2018-19,854,0,87
22,2.8,0.3,109,477,47.2,8,145,50,79,218,F,No,0,2318,0.402,luka doncic,2018-19,861,0,79
95,2.4,2.1,101,265,47.9,0,74,13,84,270,C,No,0,1130,0.732,javale mcgee,2019-20,606,0,34
20,1,-1.1,113,258,46.9,1,52,15,82,250,F,No,0,1393,0.318,bobby portis,2019-20,603,0,33
6,0.8,-0.9,115,118,47.9,4,90,23,74,185,G,No,0,1576,0.573,seth curry,2019-20,493,0,38
14,3,1.4,108,323,49.1,4,234,59,73,175,G,No,0,2208,0.611,chris paul,2019-20,692,0,112
14,2.2,-0.6,111,251,48.6,3,131,29,73,215,G,No,0,2364,0.611,donovan mitchell,2019-20,664,0,69
12,0.9,-2.1,116,170,48.8,13,129,28,73,195,G,No,0,2211,0.354,devonte graham,2019-20,721,0,62
41,0.8,0.7,110,113,49.2,2,52,8,84,221,F,No,0,776,0.303,thon maker,2019-20,449,0,24
30,3.3,1.3,104,504,45.4,0,75,35,83,240,F,No,0,1838,0.585,domantas sabonis,2018-19,855,0,44
14,1.1,-0.6,113,136,49.9,3,80,22,75,195,G,No,0,1619,0.611,ben mclemore,2019-20,571,0,43
14,1.4,-0.6,113,203,46.9,1,159,26,78,205,G,No,0,1947,0.476,bogdan bogdanovic,2018-19,716,0,70
36,2.1,1.1,108,191,41.4,3,113,0,78,220,G,No,0,1799,0.524,vince carter,2016-17,512,0,58
8,0.2,-1.8,118,312,49.8,7,99,42,80,215,F,No,0,2444,0.232,cedi osman,2018-19,921,0,61
24,1,-0.7,113,290,49.2,1,50,17,81,234,F,No,0,1271,0.451,trey lyles,2019-20,494,0,24
29,1.8,-0.2,111,289,48.4,1,90,35,77,181,G,No,0,1916,0.63,will barton,2019-20,704,0,64
18,0.6,-1.3,116,115,49.4,5,82,21,75,195,G,No,0,1464,0.299,jeff teague,2019-20,484,0,41
54,4,1.2,103,352,43.2,1,135,41,80,205,F,No,0,2443,0.671,jayson tatum,2017-18,636,0,77
50,2.9,0.5,107,533,49.7,0,108,19,83,260,C,No,0,1998,0.452,nikola vucevic,2019-20,1122,0,56
6,0.6,-2.3,117,223,51,13,105,36,73,180,G,No,0,2120,0.299,trae young,2019-20,761,0,66
20,1.3,-0.4,115,331,50.1,3,119,32,78,220,G,No,0,2316,0.451,demar derozan,2019-20,631,0,67
18,1.7,2,107,177,51,0,155,26,74,200,G,No,0,1167,0.466,deanthony melton,2019-20,469,0,78
30,2.2,-0.5,107,407,46.8,2,76,27,82,252,C,No,0,1810,0.585,domantas sabonis,2017-18,878,0,37
12,0.6,-1.7,116,141,51.8,14,44,19,75,200,G,No,0,1581,0.417,jj redick,2019-20,423,0,18
43,2.7,-0.5,110,426,48.7,0,76,27,80,226,F,No,0,2469,0.589,tobias harris,2019-20,785,0,50
12,1.1,0.3,111,136,49.4,0,87,22,78,226,F,No,0,1088,0.603,solomon hill,2019-20,389,0,41
12,1.1,-1.2,115,226,49.5,0,96,51,73,190,G,No,0,2164,0.354,terry rozier,2019-20,760,0,62
6,1.4,-1.6,112,202,53.8,4,86,33,76,195,G,No,0,1674,0.338,coby white,2019-20,526,0,52
19,0.9,-1.2,115,189,51.3,0,95,26,78,222,F,No,0,1786,0.589,glenn robinson iii,2019-20,677,0,56
16,1.1,-0.9,113,192,47.5,0,167,32,78,205,G,No,0,2175,0.329,bogdan bogdanovic,2017-18,665,0,70
6,0.4,-2.1,118,143,52.6,1,110,24,73,190,G,No,0,2143,0.292,collin sexton,2019-20,787,0,65
6,0.8,-0.5,112,112,51.1,1,30,8,79,230,F,No,0,923,0.611,georges niang,2019-20,309,0,20
41,1.6,-1.2,110,429,50.3,1,74,29,84,230,F,No,0,2020,0.329,lauri markkanen,2017-18,769,0,41
73,3.2,2.7,106,421,42.5,11,212,51,79,230,F,Yes,0.012,2065,0.695,draymond green,2018-19,977,0,92
0,1.6,-1.6,115,238,49.4,1,51,15,79,226,F,No,0,2131,0.598,bojan bogdanovic,2021-22,672,0,34
32,3,2,108,177,43.1,14,228,54,76,220,G,Yes,0.008,2200,0.598,marcus smart,2018-19,799,0,144
30,4.9,1.6,105,523,43.5,5,292,89,81,220,F,Yes,0.3,2841,0.598,paul george,2018-19,1087,0,167
91,2.5,3.3,99,198,44.2,5,149,18,83,220,F,No,0,1055,0.598,nerlens noel,2018-19,561,0,68
182,5.7,2.5,100,732,44.9,4,127,25,85,245,C,Yes,0.822,2577,0.61,rudy gobert,2018-19,1664,1,63
6,1.6,-1.5,113,220,47.1,3,57,24,80,226,F,No,0,2083,0.611,bojan bogdanovic,2019-20,618,0,32
8,1.6,-1.2,112,240,49,2,87,40,80,230,F,No,0,2464,0.585,bojan bogdanovic,2017-18,849,0,56
32,1.8,-0.1,108,242,46,0,75,0,83,240,F,No,0,1632,0.573,domantas sabonis,2016-17,667,0,40
13,1.4,0.4,103,106,42.8,3,75,0,78,220,G,No,0,1091,0.671,vince carter,2014-15,311,0,44
32,1.3,-0.5,110,217,42.7,0,117,0,78,220,G,No,0,1973,0.598,vince carter,2013-14,654,0,65
37,1,-0.1,112,158,42.1,8,50,23,79,232,F,No,0,1179,0.476,michael kiddgilchrist,2018-19,556,0,31
56,3.6,0.8,107,425,41.3,1,131,62,81,230,F,No,0,2548,0.707,pascal siakam,2018-19,1100,0,72
22,0.9,-2.3,116,274,47.2,0,62,36,81,215,F,No,0,2158,0.207,kevin knox ii,2018-19,669,0,44
24,3.4,1.1,105,361,43.8,0,193,60,79,230,F,Yes,0.012,2040,0.707,kawhi leonard,2018-19,634,0,108
